Timestamp(ms),Target Number,Distance(m),Speed(m/s),Energy,Label
714050,1,0.49,-3.72,50,No Fall
714250,1,0.2,-3.63,41,No Fall
714450,1,1.49,-3.84,41,No Fall
714650,1,1.36,-3.81,80,No Fall
714850,1,0.89,-3.78,61,No Fall
715050,1,0.61,-2.96,66,No Fall
715250,1,0.4,-1.86,64,No Fall
715450,1,0.47,0.08,98,No Fall
715650,1,0.55,0.09,62,No Fall
715850,1,0.62,0.1,60,No Fall
716050,1,0.7,0.06,86,No Fall
716250,1,0.77,0.25,46,No Fall
716450,1,0.87,0.25,54,No Fall
716650,1,0.92,0.18,41,No Fall
716850,1,0.96,-0.59,41,No Fall
717050,1,0.89,-1.19,40,No Fall
717250,1,1.27,0.05,52,No Fall
717450,1,1.66,-3.77,45,No Fall
717650,1,1.4,-3.76,97,No Fall
717850,1,1.01,-3.73,52,No Fall
718050,1,0.61,-3.68,45,No Fall
718250,1,0.38,-3.57,40,No Fall
718450,1,1.03,0.01,67,Fall
718650,1,1.68,-3.85,45,Fall
718850,1,1.54,0.09,96,Fall
719050,1,1.4,0.08,83,Fall
719250,1,1.26,0.04,50,Fall
719450,1,1.12,-3.84,53,Fall
719650,1,1.28,0.11,74,Fall
719850,1,1.44,0.03,51,Fall
720050,1,1.6,-3.81,90,No Fall
720250,1,1.11,-1.8,40,No Fall
720450,1,0.95,-1.06,41,No Fall
720650,1,0.89,-0.67,40,No Fall
720850,1,0.82,-1.24,100,No Fall
721050,1,0.65,-1.68,40,No Fall
721250,1,0.39,-2.29,90,No Fall
721450,1,0.25,-2.59,40,No Fall
721650,1,0.98,0.08,76,No Fall
721850,1,1.7,-3.83,82,No Fall
722050,1,1.44,-3.78,40,No Fall
722250,1,1.1,-3.75,52,No Fall
722450,1,0.7,-3.66,40,No Fall
722650,1,0.6,-3.53,100,No Fall
722850,1,0.33,-3.48,53,No Fall
723050,1,2.07,-3.84,40,No Fall
723250,1,1.5,-3.82,40,No Fall
723450,1,1.09,-3.77,89,No Fall
723650,1,0.79,-3.68,40,No Fall
723850,1,0.36,-3.64,45,No Fall
724050,1,2.47,-3.84,40,No Fall
724250,1,2.02,-3.81,40,No Fall
724450,1,1.27,-1.86,41,No Fall
724650,1,0.98,-1.13,60,No Fall
724850,1,0.8,-0.94,68,No Fall
725050,1,0.68,-0.79,54,No Fall
725250,1,0.54,-0.7,95,No Fall
725450,1,0.54,0.05,94,No Fall
725650,1,0.53,0.07,85,No Fall
725850,1,0.53,0.05,56,No Fall
726050,1,0.52,0.09,59,No Fall
726250,1,0.52,-0.2,54,No Fall
726450,1,0.95,-1.33,40,No Fall
726650,1,0.71,-0.75,46,No Fall
726850,1,1.4,0.07,72,No Fall
727050,1,2.09,-3.84,100,No Fall
727250,1,0.97,-1.28,44,No Fall
727450,1,0.73,-0.93,44,No Fall
727650,1,0.74,-1.24,43,No Fall
727850,1,0.72,-2.05,40,No Fall
728050,1,0.43,-2.3,40,No Fall
728250,1,0.02,-2.55,41,No Fall
728450,1,2.23,-3.84,40,No Fall
728650,1,1.36,-3.84,58,No Fall
728850,1,1.44,0.06,55,No Fall
729050,1,1.52,-3.84,50,No Fall
729250,1,1.49,-3.77,40,No Fall
729450,1,1.42,-3.73,40,No Fall
729650,1,0.9,-2.24,67,Fall
729850,1,0.65,-1.44,82,Fall
730050,1,0.46,-1.15,60,Fall
730250,1,0.53,0.06,58,Fall
730450,1,0.6,0.07,85,Fall
730650,1,0.67,0.01,75,Fall
730850,1,0.74,0.31,51,Fall
731050,1,0.86,0.1,94,Fall
731250,1,0.99,0.29,54,No Fall
731450,1,0.87,0.19,45,No Fall
731650,1,0.87,0.13,43,No Fall
731850,1,0.95,-1.45,40,No Fall
732050,1,0.83,-2.2,40,No Fall
732250,1,0.45,-2.48,50,No Fall
732450,1,0.98,0.1,95,No Fall
732650,1,1.51,-3.84,49,No Fall
732850,1,1.31,-3.8,40,No Fall
733050,1,0.99,-3.72,40,No Fall
733250,1,0.59,-3.66,100,No Fall
733450,1,0.2,-3.59,40,No Fall
733650,1,2.06,-3.84,40,No Fall
733850,1,1.69,-3.8,40,No Fall
734050,1,1.75,0.08,74,No Fall
734250,1,1.8,0.11,88,No Fall
734450,1,1.86,-3.83,40,No Fall
734650,1,1.54,-3.79,40,No Fall
734850,1,1.06,-3.76,52,No Fall
735050,1,0.68,-3.68,40,No Fall
735250,1,0.17,-3.64,40,No Fall
735450,1,2.23,-3.84,40,No Fall
735650,1,1.61,-3.84,45,No Fall
735850,1,1.21,-3.76,40,No Fall
736050,1,1.0,-3.67,40,No Fall
736250,1,0.59,-3.59,40,No Fall
736450,1,0.33,-3.52,49,No Fall
736650,1,2.23,-3.84,40,No Fall
736850,1,1.76,-3.81,40,No Fall
737050,1,1.25,-3.79,40,No Fall
737250,1,0.66,-3.76,40,No Fall
737450,1,0.67,-2.05,43,No Fall
737650,1,0.68,0.03,90,No Fall
737850,1,0.69,0.09,50,No Fall
738050,1,0.7,0.11,58,No Fall
738250,1,0.71,0.05,84,No Fall
738450,1,0.72,0.06,86,No Fall
738650,1,0.73,0.09,96,No Fall
738850,1,0.74,-0.23,43,No Fall
739050,1,0.67,0.09,76,No Fall
739250,1,0.59,0.08,65,Fall
739450,1,0.52,0.0,51,Fall
739650,1,1.19,-1.86,40,Fall
739850,1,1.02,-1.9,40,Fall
740050,1,0.88,-2.31,40,Fall
740250,1,0.61,-2.06,46,Fall
740450,1,0.24,-2.36,65,Fall
740650,1,2.26,-3.84,40,Fall
740850,1,1.38,-2.58,82,No Fall
741050,1,1.28,-3.07,40,No Fall
741250,1,0.9,-3.3,41,No Fall
741450,1,0.44,-3.33,40,No Fall
741650,1,0.7,0.04,54,No Fall
741850,1,0.95,-1.94,43,No Fall
742050,1,1.09,-2.89,50,No Fall
742250,1,0.86,-3.19,40,No Fall
742450,1,0.56,-3.21,40,No Fall
742650,1,0.43,-3.24,40,No Fall
742850,1,0.24,-2.11,43,No Fall
743050,1,0.16,-1.37,56,No Fall
743250,1,0.14,-0.88,45,No Fall
743450,1,0.15,-0.56,44,No Fall
743650,1,0.18,-0.34,57,No Fall
743850,1,0.22,-0.19,82,No Fall
744050,1,0.26,-0.1,65,Fall
744250,1,0.3,-0.04,44,Fall
744450,1,0.34,-0.01,48,Fall
744650,1,0.36,0.0,44,Fall
744850,1,0.83,0.03,55,Fall
745050,1,1.3,-3.83,40,Fall
745250,1,0.93,-3.79,50,Fall
745450,1,0.55,-2.94,43,Fall
745650,1,0.19,-2.33,46,No Fall
745850,1,2.23,-3.84,40,No Fall
746050,1,1.79,-3.82,40,No Fall
746250,1,1.52,-1.78,52,No Fall
746450,1,1.31,-2.54,40,No Fall
746650,1,0.96,-2.24,52,No Fall
746850,1,0.71,-1.49,61,No Fall
747050,1,0.57,-0.99,44,No Fall
747250,1,0.49,-0.66,86,Fall
747450,1,0.46,-0.43,44,Fall
747650,1,0.45,-0.27,90,Fall
747850,1,0.47,-0.16,61,Fall
748050,1,0.46,-0.11,87,Fall
748250,1,0.48,-0.02,40,Fall
748450,1,0.55,0.01,88,Fall
748650,1,0.62,0.11,92,Fall
748850,1,0.7,0.04,51,No Fall
749050,1,0.77,0.02,67,No Fall
749250,1,0.84,0.24,44,No Fall
749450,1,0.81,0.17,53,No Fall
749650,1,0.8,0.05,43,No Fall
749850,1,0.8,0.04,44,No Fall
750050,1,0.8,-0.72,40,No Fall
750250,1,0.69,-1.69,40,No Fall
750450,1,0.41,-2.0,40,No Fall
750650,1,0.26,-2.44,40,No Fall
750850,1,1.06,0.1,88,No Fall
751050,1,1.87,-3.84,40,No Fall
751250,1,1.42,-3.82,68,No Fall
751450,1,0.97,-3.77,100,No Fall
751650,1,1.41,0.11,58,No Fall
751850,1,1.85,-3.83,40,No Fall
752050,1,1.49,-3.79,40,No Fall
752250,1,0.93,-3.77,40,No Fall
752450,1,0.47,-3.69,40,No Fall
752650,1,0.27,-3.56,52,No Fall
752850,1,1.12,0.09,74,No Fall
753050,1,1.97,-3.83,40,No Fall
753250,1,1.45,-3.82,45,No Fall
753450,1,1.13,-3.74,40,No Fall
753650,1,0.74,-3.68,40,No Fall
753850,1,0.43,-3.59,40,No Fall
754050,1,1.32,0.02,50,No Fall
754250,1,2.21,-3.83,40,No Fall
754450,1,1.65,-3.83,40,No Fall
754650,1,1.78,0.06,50,No Fall
754850,1,1.92,0.06,93,No Fall
755050,1,2.05,-3.84,40,No Fall
755250,1,1.74,-3.81,40,No Fall
755450,1,1.31,-3.75,40,No Fall
755650,1,0.91,-3.7,40,No Fall
755850,1,0.56,-3.63,97,No Fall
756050,1,0.32,-3.54,100,No Fall
756250,1,0.99,0.1,54,No Fall
756450,1,1.66,-3.81,40,No Fall
756650,1,1.36,-3.74,40,No Fall
756850,1,1.17,-3.69,90,No Fall
757050,1,0.63,-3.66,50,No Fall
757250,1,0.51,-3.53,40,No Fall
757450,1,0.37,-3.43,40,No Fall
757650,1,1.1,0.11,55,No Fall
757850,1,1.84,-3.84,40,No Fall
758050,1,1.47,-3.8,40,No Fall
758250,1,0.85,-3.79,53,No Fall
758450,1,1.36,0.05,75,No Fall
758650,1,1.86,-3.83,89,No Fall
758850,1,1.2,-1.82,40,No Fall
759050,1,1.01,-1.08,42,No Fall
759250,1,0.93,-1.27,42,No Fall
759450,1,0.83,-0.83,43,No Fall
759650,1,0.75,-0.56,46,No Fall
759850,1,0.69,-0.44,43,No Fall
760050,1,0.65,-0.36,43,No Fall
760250,1,0.62,-0.3,80,No Fall
760450,1,0.58,-0.28,94,No Fall
760650,1,0.6,0.02,53,No Fall
760850,1,0.61,0.05,81,No Fall
761050,1,0.63,-0.22,84,No Fall
761250,1,0.57,-0.1,65,No Fall
761450,1,0.56,-0.06,45,No Fall
761650,1,0.55,-0.04,74,Fall
761850,1,0.55,-0.03,56,Fall
762050,1,0.48,-0.76,40,Fall
762250,1,0.58,0.05,83,Fall
762450,1,0.68,0.01,84,Fall
762650,1,0.71,0.01,43,Fall
762850,1,0.81,-1.46,40,Fall
763050,1,0.64,-2.23,41,Fall
763250,1,0.5,-2.62,40,Fall
763450,1,0.23,-2.87,40,Fall
763650,1,2.23,-3.84,40,Fall
330450,1,0.65,0.01,51,Fall
330650,1,0.72,0.03,63,Fall
330850,1,0.74,0.03,51,Fall
331050,1,0.75,0.02,40,Fall
331250,1,0.69,0.0,55,Fall
331450,1,0.67,-0.01,46,Fall
331650,1,0.69,0.0,44,Fall
331850,1,0.71,0.01,41,Fall
332050,1,1.48,-3.73,100,Fall
332250,1,1.14,-3.82,82,Fall
332450,1,0.75,-3.99,89,Fall
332650,1,0.4,-3.82,69,Fall
332850,1,0.85,0.03,69,Fall
333050,1,1.31,-3.77,68,No Fall
333250,1,0.86,-3.49,92,No Fall
333450,1,0.61,-3.65,63,No Fall
333650,1,0.31,-3.66,48,No Fall
333850,1,1.51,-3.66,79,No Fall
334050,1,1.0,-2.73,54,No Fall
334250,1,0.73,-1.42,60,No Fall
334450,1,0.66,-0.9,40,No Fall
334650,1,0.54,-1.24,48,No Fall
334850,1,0.3,-1.98,63,No Fall
335050,1,0.25,-1.27,40,No Fall
335250,1,0.79,0.03,67,No Fall
335450,1,1.31,-3.92,51,No Fall
335650,1,0.91,-3.57,42,No Fall
335850,1,0.58,-3.95,56,No Fall
336050,1,0.35,-2.35,45,No Fall
336250,1,0.26,-1.48,44,No Fall
336450,1,0.24,-0.98,44,No Fall
336650,1,0.18,-0.7,42,No Fall
336850,1,0.61,-0.07,47,No Fall
337050,1,0.58,-0.05,41,No Fall
337250,1,1.3,-3.76,54,No Fall
337450,1,0.73,-3.9,43,No Fall
337650,1,1.27,-4.09,50,No Fall
337850,1,0.92,-3.63,94,No Fall
338050,1,0.44,-3.35,94,No Fall
338250,1,0.89,0.07,86,No Fall
338450,1,1.29,-4.0,66,No Fall
338650,1,0.88,-2.88,43,No Fall
338850,1,0.64,-2.26,100,No Fall
339050,1,0.49,-1.64,40,No Fall
339250,1,0.44,-1.06,45,No Fall
339450,1,0.36,-0.76,43,Fall
339650,1,1.3,-3.47,42,Fall
339850,1,0.74,-3.49,69,Fall
340050,1,0.6,0.01,80,Fall
340250,1,0.63,0.09,90,Fall
340450,1,0.66,0.03,89,Fall
340650,1,0.69,0.05,73,Fall
340850,1,0.7,0.07,93,Fall
341050,1,0.72,0.05,74,Fall
341250,1,0.74,0.0,57,Fall
341450,1,0.76,0.0,57,Fall
341650,1,0.78,-1.11,66,Fall
341850,1,0.65,-1.2,52,Fall
342050,1,0.51,-0.97,48,Fall
342250,1,0.47,-0.72,56,Fall
342450,1,0.38,-1.16,40,Fall
342650,1,0.4,-0.77,52,No Fall
342850,1,0.44,-0.4,42,No Fall
343050,1,0.41,-0.32,40,No Fall
343250,1,0.53,0.1,74,No Fall
343450,1,0.65,0.03,53,No Fall
343650,1,0.78,-0.15,44,No Fall
343850,1,0.89,-1.44,62,No Fall
344050,1,0.69,-2.15,76,No Fall
344250,1,0.44,-2.22,62,No Fall
344450,1,0.1,-2.43,41,No Fall
344650,1,0.71,0.09,56,No Fall
344850,1,1.28,-3.65,76,No Fall
345050,1,0.73,-3.95,40,No Fall
345250,1,0.53,-3.95,45,No Fall
345450,1,0.37,-2.04,45,No Fall
345650,1,0.32,-1.3,50,No Fall
345850,1,0.3,-0.96,46,Fall
346050,1,0.33,-0.55,47,Fall
346250,1,0.82,-0.16,40,Fall
346450,1,1.47,-3.99,100,Fall
346650,1,0.78,0.0,40,Fall
346850,1,1.49,-3.58,52,Fall
347050,1,0.74,0.0,45,Fall
347250,1,0.75,0.0,44,Fall
347450,1,0.75,-2.01,42,No Fall
347650,1,0.48,-2.54,42,No Fall
347850,1,0.46,-1.46,44,No Fall
348050,1,0.34,-1.08,53,No Fall
348250,1,0.37,-0.69,63,No Fall
348450,1,0.29,-0.51,73,No Fall
348650,1,0.33,0.12,52,No Fall
348850,1,0.38,0.11,60,No Fall
349050,1,0.43,0.04,87,Fall
349250,1,0.47,0.06,65,Fall
349450,1,0.5,0.07,87,Fall
349650,1,0.54,0.0,46,Fall
349850,1,0.56,0.0,63,Fall
350050,1,0.57,0.0,46,Fall
350250,1,0.56,-0.61,40,Fall
350450,1,0.44,-0.92,46,Fall
350650,1,0.23,-1.61,60,No Fall
350850,1,0.78,0.08,76,No Fall
351050,1,1.33,-3.88,68,No Fall
351250,1,0.96,-3.89,85,No Fall
351450,1,0.56,-3.76,91,No Fall
351650,1,0.27,-3.28,92,No Fall
351850,1,0.61,-0.14,46,No Fall
352050,1,0.87,-1.92,51,No Fall
352250,1,0.79,-2.88,70,No Fall
352450,1,0.52,-2.58,44,No Fall
352650,1,0.29,-3.0,86,No Fall
352850,1,1.52,-4.12,100,No Fall
353050,1,1.1,-3.97,77,No Fall
353250,1,0.74,-4.12,80,No Fall
353450,1,0.48,-3.54,40,No Fall
353650,1,1.01,0.09,58,No Fall
353850,1,1.55,-3.87,68,No Fall
354050,1,1.12,-3.6,80,No Fall
354250,1,0.86,-3.87,61,No Fall
354450,1,0.48,-3.72,54,No Fall
354650,1,0.98,0.07,72,No Fall
354850,1,1.48,-4.06,72,No Fall
355050,1,1.14,-4.14,89,No Fall
355250,1,0.76,-3.84,60,No Fall
355450,1,1.05,0.1,95,No Fall
355650,1,1.33,-3.72,48,No Fall
355850,1,0.95,-3.7,100,No Fall
356050,1,0.67,-3.4,81,No Fall
356250,1,0.3,-3.4,44,No Fall
356450,1,1.49,-3.7,42,No Fall
356650,1,1.13,-4.08,77,No Fall
356850,1,0.77,-3.5,59,No Fall
357050,1,0.39,-3.77,79,No Fall
357250,1,0.87,0.02,63,No Fall
357450,1,1.34,-3.91,56,No Fall
357650,1,0.75,-1.79,94,No Fall
357850,1,0.74,0.09,92,No Fall
358050,1,0.74,0.07,71,No Fall
358250,1,0.76,0.07,100,No Fall
358450,1,0.76,0.11,61,No Fall
358650,1,0.76,0.03,67,No Fall
358850,1,0.77,0.05,87,No Fall
359050,1,0.75,0.17,52,No Fall
359250,1,0.78,0.11,47,No Fall
359450,1,0.9,0.04,58,No Fall
359650,1,1.05,-2.17,45,No Fall
359850,1,0.91,-2.9,100,No Fall
360050,1,0.61,-3.01,64,No Fall
360250,1,0.11,-3.36,69,No Fall
360450,1,1.48,-3.7,85,No Fall
360650,1,1.12,-4.08,48,No Fall
360850,1,0.54,-3.79,91,No Fall
361050,1,0.34,-3.91,62,No Fall
361250,1,1.5,-3.61,75,No Fall
361450,1,0.9,-1.16,41,No Fall
361650,1,0.76,-0.66,45,No Fall
361850,1,0.99,0.04,59,No Fall
362050,1,1.22,0.07,76,No Fall
362250,1,1.49,-4.06,47,No Fall
362450,1,1.12,-3.48,66,No Fall
362650,1,0.86,-3.9,40,No Fall
362850,1,0.46,-3.73,45,No Fall
363050,1,0.88,0.05,84,No Fall
363250,1,1.3,-4.06,70,No Fall
363450,1,0.92,-3.85,75,No Fall
363650,1,0.37,-3.91,49,No Fall
363850,1,1.48,-3.79,72,No Fall
364050,1,0.92,-4.03,50,No Fall
364250,1,0.73,-3.76,62,No Fall
364450,1,0.92,0.1,64,No Fall
364650,1,1.1,-3.87,69,No Fall
364850,1,0.98,-3.46,40,No Fall
365050,1,0.69,-3.53,94,No Fall
365250,1,0.14,-3.8,48,No Fall
365450,1,0.74,-0.13,47,No Fall
365650,1,0.73,-0.17,53,No Fall
365850,1,0.7,0.06,100,No Fall
366050,1,0.66,0.04,79,No Fall
366250,1,0.63,0.06,76,No Fall
366450,1,0.57,0.05,80,No Fall
366650,1,0.54,0.05,50,Fall
366850,1,0.49,0.0,97,Fall
367050,1,0.69,0.07,96,Fall
367250,1,0.9,0.03,100,Fall
367450,1,1.13,-4.18,48,Fall
367650,1,1.14,0.05,68,Fall
367850,1,1.12,-3.48,47,Fall
368050,1,0.98,-4.0,43,Fall
368250,1,0.67,-3.95,62,No Fall
368450,1,0.35,-3.58,78,No Fall
368650,1,1.49,-3.81,79,No Fall
368850,1,1.26,-3.97,90,No Fall
369050,1,0.86,-3.76,52,No Fall
369250,1,0.27,-3.49,78,No Fall
369450,1,1.48,-3.74,54,No Fall
369650,1,0.91,-4.01,44,No Fall
369850,1,0.76,-4.11,43,No Fall
370050,1,0.46,-3.34,48,No Fall
370250,1,0.87,0.08,83,No Fall
370450,1,1.32,-3.96,75,No Fall
370650,1,0.95,-3.92,77,No Fall
370850,1,0.58,-3.97,100,No Fall
371050,1,0.22,-3.88,57,No Fall
371250,1,1.46,-4.08,71,No Fall
371450,1,1.11,-3.85,55,No Fall
371650,1,0.76,-4.04,40,No Fall
371850,1,0.91,0.03,98,No Fall
372050,1,1.12,0.11,81,No Fall
372250,1,1.3,-4.13,54,No Fall
372450,1,0.93,-3.56,46,No Fall
372650,1,0.56,-3.95,44,No Fall
372850,1,0.3,-3.8,81,No Fall
373050,1,1.48,-3.86,80,No Fall
373250,1,1.12,-3.53,40,No Fall
373450,1,0.77,-4.01,52,No Fall
373650,1,0.39,-3.34,72,No Fall
373850,1,0.95,0.12,77,No Fall
374050,1,1.48,-3.6,53,No Fall
374250,1,1.25,-4.08,66,No Fall
374450,1,0.94,-3.71,78,No Fall
374650,1,0.53,-3.96,58,No Fall
374850,1,1.05,0.04,100,No Fall
375050,1,1.59,-3.88,66,No Fall
375250,1,1.05,-3.88,71,No Fall
375450,1,0.48,-3.64,67,No Fall
375650,1,0.88,0.07,100,No Fall
375850,1,1.31,-3.85,62,No Fall
376050,1,0.92,-4.09,80,No Fall
376250,1,0.45,-4.1,89,No Fall
376450,1,0.87,0.09,75,No Fall
376650,1,1.28,-4.11,51,No Fall
376850,1,0.94,-3.87,51,No Fall
377050,1,0.57,-3.76,61,No Fall
377250,1,0.93,0.09,87,No Fall
377450,1,1.33,-4.18,40,No Fall
377650,1,0.92,-3.99,57,No Fall
377850,1,0.57,-2.25,44,Fall
378050,1,0.61,0.06,83,Fall
378250,1,0.64,0.06,85,Fall
378450,1,0.69,0.12,86,Fall
378650,1,0.73,0.04,75,Fall
378850,1,0.75,0.01,82,Fall
379050,1,0.8,0.24,53,Fall
379250,1,0.78,0.23,55,Fall
379450,1,0.78,0.14,43,No Fall
379650,1,0.71,-0.77,43,No Fall
379850,1,0.66,-0.59,40,No Fall
380050,1,0.57,-1.16,44,No Fall
380250,1,0.31,-2.07,40,No Fall
380450,1,0.7,0.03,78,No Fall
380650,1,1.07,0.03,80,No Fall
380850,1,1.46,-4.17,42,No Fall
381050,1,1.11,-3.97,43,No Fall
381250,1,1.31,0.11,57,No Fall
381450,1,1.46,-4.05,42,No Fall
381650,1,1.1,-3.85,40,No Fall
381850,1,0.83,-3.57,76,No Fall
382050,1,0.51,-3.41,78,No Fall
382250,1,0.91,0.1,83,No Fall
382450,1,1.32,-3.66,51,No Fall
382650,1,0.73,-3.65,40,Fall
382850,1,0.27,-3.77,43,Fall
383050,1,0.78,-0.14,43,Fall
383250,1,0.76,-0.05,45,Fall
383450,1,0.71,-0.03,62,Fall
383650,1,0.71,-0.06,54,Fall
383850,1,0.7,0.06,80,Fall
384050,1,0.69,0.01,90,Fall
384250,1,0.66,0.04,63,No Fall
384450,1,0.65,0.1,85,No Fall
384650,1,0.63,0.08,87,No Fall
384850,1,0.62,0.03,69,No Fall
385050,1,0.6,0.03,63,No Fall
385250,1,0.6,-0.16,63,No Fall
385450,1,0.65,-1.84,70,No Fall
385650,1,0.65,-2.78,78,No Fall
385850,1,0.48,-2.3,41,No Fall
386050,1,0.26,-2.51,97,No Fall
386250,1,1.48,-4.14,57,No Fall
386450,1,1.11,-3.94,74,No Fall
386650,1,0.74,-3.51,53,No Fall
386850,1,0.41,-3.73,84,No Fall
387050,1,0.86,0.04,100,No Fall
387250,1,1.35,-3.57,50,No Fall
387450,1,0.91,-2.93,40,No Fall
387650,1,0.46,-3.14,85,No Fall
387850,1,0.24,-3.54,82,No Fall
388050,1,1.51,-3.47,52,No Fall
388250,1,1.11,-4.0,48,No Fall
388450,1,0.74,-3.93,60,No Fall
388650,1,0.93,0.07,90,No Fall
388850,1,1.13,-4.16,43,No Fall
389050,1,1.0,-3.64,70,No Fall
389250,1,0.7,-3.48,40,No Fall
389450,1,0.35,-3.97,58,No Fall
389650,1,1.53,-3.93,57,No Fall
389850,1,1.14,-3.79,42,No Fall
390050,1,0.76,-3.03,74,No Fall
390250,1,0.46,-3.14,68,No Fall
390450,1,0.91,0.03,48,No Fall
390650,1,1.36,-4.03,41,No Fall
390850,1,0.92,-4.11,40,No Fall
391050,1,0.58,-3.73,40,No Fall
391250,1,0.31,-3.6,54,No Fall
391450,1,1.5,-3.79,47,No Fall
391650,1,1.12,-4.12,61,No Fall
391850,1,0.67,-3.9,65,No Fall
392050,1,0.41,-3.72,45,No Fall
392250,1,0.77,0.12,89,No Fall
392450,1,1.09,-3.66,75,No Fall
392650,1,0.99,-3.65,92,No Fall
392850,1,0.46,-4.04,41,No Fall
393050,1,0.29,-3.81,40,No Fall
393250,1,1.49,-3.8,54,No Fall
393450,1,1.14,-3.55,65,No Fall
393650,1,1.29,0.06,95,No Fall
393850,1,1.51,-3.73,48,No Fall
394050,1,1.13,-3.73,79,No Fall
394250,1,0.84,-3.64,47,No Fall
394450,1,0.51,-3.81,41,No Fall
394650,1,0.91,0.11,61,No Fall
394850,1,1.35,-4.03,44,No Fall
395050,1,0.94,-4.03,67,No Fall
395250,1,0.68,-3.58,43,No Fall
395450,1,0.39,-2.38,46,No Fall
395650,1,0.23,-2.29,52,No Fall
395850,1,0.02,-1.61,44,No Fall
396050,1,0.14,0.02,66,No Fall
396250,1,0.27,0.02,64,No Fall
396450,1,0.39,0.06,90,No Fall
396650,1,0.5,0.05,73,No Fall
396850,1,0.64,0.07,77,No Fall
397050,1,0.75,0.14,51,No Fall
397250,1,0.77,0.09,44,No Fall
397450,1,0.77,0.06,49,No Fall
397650,1,0.77,0.04,57,No Fall
397850,1,0.79,0.04,42,No Fall
398050,1,0.7,-0.54,41,No Fall
398250,1,0.63,-0.4,40,No Fall
398450,1,1.56,-3.55,77,No Fall
398650,1,1.04,-3.55,49,No Fall
398850,1,0.65,-3.6,63,No Fall
399050,1,0.28,-3.48,47,No Fall
399250,1,0.91,0.04,76,No Fall
399450,1,1.57,-3.47,81,No Fall
399650,1,1.06,-3.96,82,No Fall
399850,1,0.56,-3.7,56,No Fall
400050,1,0.92,0.04,81,No Fall
400250,1,1.31,-3.56,42,Fall
400450,1,0.85,-3.54,47,Fall
400650,1,0.47,-3.44,60,Fall
400850,1,0.03,-3.52,54,Fall
401050,1,0.42,0.02,90,Fall
401250,1,0.81,0.0,49,Fall
401450,1,0.91,-1.4,56,Fall
401650,1,0.86,0.02,82,Fall
401850,1,0.78,0.08,66,Fall
402050,1,0.75,-0.2,61,Fall
402250,1,0.73,0.1,83,Fall
402450,1,0.7,0.03,93,Fall
402650,1,0.65,0.05,51,Fall
402850,1,0.64,0.01,71,Fall
403050,1,0.62,0.03,75,Fall
403250,1,0.59,0.02,49,Fall
403450,1,0.74,0.02,53,No Fall
403650,1,0.87,0.07,77,No Fall
403850,1,1.03,0.08,74,No Fall
404050,1,1.16,0.09,88,No Fall
404250,1,1.3,-3.8,90,No Fall
404450,1,0.76,-1.94,41,No Fall
404650,1,0.71,-1.95,93,No Fall
404850,1,0.45,-2.5,58,No Fall
405050,1,0.17,-2.92,51,No Fall
405250,1,0.87,0.07,94,No Fall
405450,1,1.57,-4.15,81,No Fall
405650,1,1.17,-4.13,46,No Fall
405850,1,1.0,-3.36,41,No Fall
406050,1,0.65,-3.45,79,No Fall
406250,1,0.26,-3.37,55,No Fall
406450,1,1.5,-3.86,67,No Fall
406650,1,1.13,-3.43,65,No Fall
406850,1,0.74,-3.74,40,No Fall
407050,1,0.39,-3.78,44,No Fall
407250,1,0.97,0.03,86,No Fall
407450,1,1.54,-3.81,52,No Fall
407650,1,1.17,-3.49,75,No Fall
407850,1,0.64,-4.09,52,No Fall
408050,1,0.34,-3.44,66,No Fall
408250,1,2.07,-3.51,97,No Fall
408450,1,1.48,-3.81,44,No Fall
408650,1,1.05,-3.64,42,No Fall
408850,1,0.86,-3.56,100,No Fall
409050,1,0.46,-3.41,69,No Fall
409250,1,0.96,0.05,69,No Fall
409450,1,1.47,-3.56,76,No Fall
409650,1,1.11,-3.95,54,No Fall
409850,1,0.66,-3.41,51,No Fall
410050,1,0.28,-3.85,82,No Fall
410250,1,1.49,-3.73,71,No Fall
410450,1,1.48,-3.6,83,No Fall
410650,1,0.95,-3.47,82,No Fall
410850,1,0.54,-3.8,40,No Fall
411050,1,1.03,0.08,94,No Fall
411250,1,1.5,-4.12,45,No Fall
411450,1,1.13,-3.72,50,No Fall
411650,1,0.74,-3.44,46,No Fall
411850,1,0.38,-3.81,72,No Fall
412050,1,0.85,0.06,59,No Fall
412250,1,1.29,-4.05,53,No Fall
412450,1,0.92,-4.04,57,No Fall
412650,1,0.67,-3.55,90,No Fall
412850,1,0.42,-3.86,40,No Fall
413050,1,0.88,0.04,55,No Fall
413250,1,1.35,-3.9,59,No Fall
413450,1,0.87,-3.59,57,No Fall
413650,1,0.61,-3.87,40,No Fall
413850,1,0.31,-3.31,55,No Fall
414050,1,1.51,-4.2,78,No Fall
414250,1,0.81,-1.3,70,No Fall
414450,1,0.63,-0.76,75,No Fall
414650,1,0.55,-0.4,57,No Fall
414850,1,0.52,-0.3,74,No Fall
415050,1,0.49,-0.19,55,No Fall
415250,1,0.48,-0.15,86,No Fall
415450,1,0.52,0.09,78,No Fall
415650,1,0.58,0.04,74,No Fall
415850,1,0.62,0.11,61,No Fall
416050,1,0.66,0.09,73,No Fall
416250,1,0.71,0.07,67,Fall
416450,1,0.75,0.15,81,Fall
416650,1,0.76,0.1,47,Fall
