Timestamp(ms),Target Number,Distance(m),Speed(m/s),Energy,Label
416850,1,0.79,0.08,59,Fall
417050,1,0.8,0.0,41,Fall
417250,1,0.89,-1.35,41,Fall
417450,1,0.77,-1.65,60,Fall
417650,1,0.51,-2.16,42,Fall
417850,1,0.31,-2.82,52,No Fall
418050,1,0.79,0.07,61,No Fall
418250,1,1.27,-4.04,40,No Fall
418450,1,0.94,-3.91,47,No Fall
418650,1,0.55,-3.41,50,No Fall
418850,1,0.83,0.04,60,No Fall
419050,1,1.12,-4.17,69,No Fall
419250,1,1.01,-3.8,40,No Fall
419450,1,0.46,-3.78,41,Fall
419650,1,0.37,-3.67,44,Fall
419850,1,0.5,0.05,56,Fall
420050,1,0.63,0.05,91,Fall
420250,1,0.75,0.0,51,Fall
420450,1,0.76,-0.04,73,Fall
420650,1,0.96,-0.06,42,Fall
420850,1,0.89,-0.1,52,Fall
421050,1,0.89,0.02,83,No Fall
421250,1,0.92,0.1,73,No Fall
421450,1,0.9,0.03,66,No Fall
421650,1,0.9,0.09,66,No Fall
421850,1,0.9,0.09,69,No Fall
422050,1,0.89,0.09,86,No Fall
422250,1,0.89,-1.84,60,No Fall
422450,1,0.83,-2.48,40,No Fall
422650,1,0.6,-2.18,42,No Fall
422850,1,0.4,-2.94,53,No Fall
423050,1,0.85,0.05,59,No Fall
423250,1,1.32,-4.06,41,No Fall
423450,1,0.93,-3.64,57,No Fall
423650,1,0.88,-2.39,76,No Fall
423850,1,0.56,-2.57,80,No Fall
424050,1,0.22,-3.08,43,No Fall
424250,1,1.48,-4.11,48,No Fall
424450,1,1.12,-4.12,82,No Fall
424650,1,0.56,-3.98,64,No Fall
424850,1,0.43,-3.85,40,No Fall
425050,1,0.48,0.06,74,No Fall
425250,1,0.56,0.03,78,No Fall
425450,1,0.62,0.02,40,No Fall
425650,1,0.58,-0.94,100,No Fall
425850,1,0.59,-0.52,45,No Fall
426050,1,0.59,-0.33,46,No Fall
426250,1,0.49,-0.75,41,No Fall
426450,1,1.49,-3.68,71,No Fall
426650,1,1.12,-3.56,58,No Fall
426850,1,0.76,-3.86,65,No Fall
427050,1,0.41,-4.06,59,No Fall
427250,1,0.94,0.04,64,No Fall
427450,1,1.48,-3.88,73,No Fall
427650,1,1.12,-3.95,63,No Fall
427850,1,0.75,-3.92,62,No Fall
428050,1,0.4,-3.86,42,No Fall
428250,1,0.83,0.11,59,No Fall
428450,1,1.32,-4.11,80,No Fall
428650,1,1.07,-4.08,93,No Fall
428850,1,0.65,-3.48,66,No Fall
429050,1,0.28,-4.02,52,No Fall
429250,1,0.61,0.05,72,No Fall
429450,1,0.93,-2.12,48,No Fall
429650,1,0.63,-0.85,41,No Fall
429850,1,0.54,-2.19,90,No Fall
430050,1,0.44,-1.38,44,No Fall
430250,1,0.53,0.08,88,No Fall
430450,1,0.6,0.05,57,No Fall
430650,1,0.67,0.1,83,Fall
430850,1,0.73,0.01,45,Fall
431050,1,1.01,-2.79,40,Fall
431250,1,0.75,-2.4,47,Fall
431450,1,0.56,-2.51,41,Fall
431650,1,0.31,-1.92,61,Fall
431850,1,0.17,-1.27,51,Fall
432050,1,0.29,0.08,91,Fall
432250,1,0.41,0.08,67,Fall
432450,1,0.51,0.03,64,Fall
432650,1,0.63,0.01,59,Fall
432850,1,0.75,0.22,69,Fall
433050,1,0.77,0.07,73,Fall
433250,1,0.76,0.07,46,Fall
433450,1,0.78,0.01,43,Fall
433650,1,0.79,0.01,48,Fall
433850,1,0.78,-0.79,57,No Fall
434050,1,0.57,-1.99,42,No Fall
434250,1,0.32,-2.34,48,No Fall
434450,1,0.82,0.03,67,No Fall
434650,1,1.32,-3.61,62,No Fall
434850,1,0.94,-3.65,47,No Fall
435050,1,0.37,-3.73,47,No Fall
435250,1,1.53,-3.96,41,No Fall
435450,1,1.47,0.05,53,No Fall
435650,1,1.5,-3.76,62,No Fall
435850,1,1.11,-4.1,62,No Fall
436050,1,0.63,-3.69,41,No Fall
436250,1,0.84,0.05,59,No Fall
436450,1,1.05,-2.03,41,No Fall
436650,1,0.89,-2.7,42,No Fall
436850,1,0.57,-2.03,44,No Fall
437050,1,0.63,0.08,55,No Fall
437250,1,0.68,0.08,65,No Fall
437450,1,0.74,-0.15,82,No Fall
437650,1,0.71,0.04,85,No Fall
437850,1,0.68,0.08,61,No Fall
438050,1,0.64,0.07,90,No Fall
438250,1,0.62,0.06,89,No Fall
438450,1,0.58,0.1,49,No Fall
438650,1,0.55,0.07,100,Fall
438850,1,0.52,0.0,74,Fall
439050,1,0.67,-1.2,46,Fall
439250,1,0.57,-0.71,62,Fall
439450,1,0.54,-0.4,48,Fall
439650,1,0.52,-0.27,49,Fall
439850,1,0.5,-0.17,44,Fall
440050,1,0.49,-0.12,45,Fall
440250,1,1.47,-3.71,46,No Fall
440450,1,1.13,-4.13,47,No Fall
440650,1,0.55,-3.85,40,No Fall
440850,1,0.34,-3.6,44,No Fall
441050,1,0.83,0.06,70,No Fall
441250,1,1.29,-4.05,75,No Fall
441450,1,0.98,-3.86,51,No Fall
441650,1,0.48,-3.5,70,No Fall
441850,1,0.73,0.06,69,No Fall
442050,1,0.98,-1.82,60,No Fall
442250,1,0.65,-0.93,42,No Fall
442450,1,0.57,-0.59,52,No Fall
442650,1,0.54,-0.35,44,No Fall
442850,1,0.52,-0.24,52,No Fall
443050,1,0.56,-0.12,40,No Fall
443250,1,0.55,-0.09,40,No Fall
443450,1,1.3,-3.89,72,Fall
443650,1,0.94,-3.54,82,Fall
443850,1,0.57,-3.57,55,Fall
692850,1,0.58,0.0,61,Fall
693050,1,0.61,0.01,48,Fall
693250,1,0.66,0.01,51,Fall
693450,1,0.68,0.02,40,Fall
693650,1,0.7,0.02,40,Fall
693850,1,0.7,0.02,42,No Fall
694050,1,1.59,-3.47,40,No Fall
694250,1,1.34,-4.05,40,No Fall
694450,1,2.16,-3.51,43,No Fall
694650,1,1.58,-4.01,40,No Fall
694850,1,1.32,-3.81,40,No Fall
695050,1,0.73,-3.47,64,No Fall
695250,1,0.57,-3.69,40,No Fall
695450,1,0.28,-3.28,40,No Fall
695650,1,1.52,-3.73,40,No Fall
695850,1,1.01,-2.39,44,No Fall
696050,1,0.8,-2.89,40,No Fall
696250,1,0.77,-2.86,40,No Fall
696450,1,0.44,-3.34,40,No Fall
696650,1,0.26,-3.2,48,No Fall
696850,1,2.2,-3.56,41,No Fall
697050,1,1.62,-3.5,43,No Fall
697250,1,1.31,-4.11,40,No Fall
697450,1,1.07,-4.05,40,No Fall
697650,1,0.71,-3.28,40,No Fall
697850,1,0.42,-3.7,42,No Fall
698050,1,1.15,0.08,63,No Fall
698250,1,1.88,1.1,40,No Fall
698450,1,1.18,1.03,51,No Fall
698650,1,1.05,0.47,56,No Fall
698850,1,1.08,0.41,46,No Fall
699050,1,1.0,0.06,66,No Fall
699250,1,0.91,0.08,56,No Fall
699450,1,0.85,0.1,88,No Fall
699650,1,0.78,0.22,90,No Fall
699850,1,0.77,0.17,58,No Fall
700050,1,0.81,0.09,42,No Fall
700250,1,0.84,-0.53,44,No Fall
700450,1,0.79,-0.35,40,No Fall
700650,1,0.67,-0.97,40,No Fall
700850,1,0.46,-1.41,40,No Fall
701050,1,0.33,-2.17,41,No Fall
701250,1,0.92,0.1,75,No Fall
701450,1,1.51,-4.09,84,No Fall
701650,1,1.13,-3.47,40,No Fall
701850,1,0.95,-3.93,98,No Fall
702050,1,0.83,-3.33,43,No Fall
702250,1,0.69,-3.33,40,No Fall
702450,1,0.48,-3.41,77,No Fall
702650,1,0.29,-3.72,42,No Fall
702850,1,2.26,-4.08,43,No Fall
703050,1,1.74,-4.18,40,No Fall
703250,1,1.39,-3.77,41,No Fall
703450,1,1.02,-3.98,40,Fall
703650,1,0.69,-3.28,41,Fall
703850,1,0.34,-3.77,53,Fall
704050,1,2.24,-3.75,42,Fall
704250,1,1.85,-3.85,42,Fall
704450,1,1.32,-2.87,40,Fall
704650,1,1.06,-2.6,40,Fall
704850,1,1.01,0.01,93,Fall
705050,1,0.92,0.1,82,No Fall
705250,1,0.86,0.09,89,No Fall
705450,1,0.8,-0.1,43,No Fall
705650,1,0.95,-2.11,52,No Fall
705850,1,0.76,-1.33,43,No Fall
706050,1,0.72,-0.6,40,No Fall
706250,1,0.82,0.02,81,No Fall
706450,1,0.88,0.05,87,No Fall
706650,1,0.95,0.03,66,Fall
706850,1,0.99,0.01,43,Fall
707050,1,0.88,0.07,81,Fall
707250,1,0.76,0.02,40,Fall
707450,1,1.51,0.09,40,Fall
707650,1,1.75,0.11,40,Fall
707850,1,1.64,-0.66,42,Fall
708050,1,1.4,-1.0,42,Fall
708250,1,1.13,-1.49,40,No Fall
708450,1,0.8,-2.38,40,No Fall
708650,1,0.81,0.04,68,No Fall
708850,1,0.78,0.02,78,No Fall
709050,1,0.78,0.03,73,No Fall
709250,1,0.76,-0.08,58,No Fall
709450,1,0.73,-0.14,62,No Fall
709650,1,0.7,0.11,97,No Fall
709850,1,0.66,0.06,74,No Fall
710050,1,0.6,0.06,81,No Fall
710250,1,0.56,-0.23,40,No Fall
710450,1,0.54,-0.15,78,No Fall
710650,1,0.51,-0.1,49,No Fall
710850,1,0.56,-0.71,40,No Fall
711050,1,0.5,-0.46,41,No Fall
711250,1,2.12,-4.19,41,No Fall
711450,1,1.53,-4.19,40,Fall
711650,1,1.69,-3.74,40,Fall
711850,1,0.54,0.01,42,Fall
712050,1,0.52,0.01,45,Fall
712250,1,0.52,0.01,44,Fall
712450,1,0.52,0.01,45,Fall
712650,1,1.49,-4.05,54,Fall
712850,1,1.38,-3.98,48,Fall
713050,1,0.9,-3.72,40,No Fall
713250,1,0.37,-3.91,54,No Fall
713450,1,1.49,-3.59,87,No Fall
713650,1,1.37,-3.96,40,No Fall
713850,1,0.88,-3.44,77,No Fall
714050,1,0.5,-3.7,49,No Fall
714250,1,0.2,-3.72,44,No Fall
714450,1,1.48,-4.12,40,No Fall
714650,1,1.36,-3.94,85,No Fall
714850,1,0.88,-3.68,57,No Fall
715050,1,0.6,-3.11,61,No Fall
715250,1,0.41,-1.74,66,No Fall
715450,1,0.48,0.08,89,No Fall
715650,1,0.55,0.08,67,No Fall
715850,1,0.62,0.09,58,No Fall
716050,1,0.71,0.06,94,No Fall
716250,1,0.78,0.25,46,No Fall
716450,1,0.87,0.25,51,No Fall
716650,1,0.94,0.2,40,No Fall
716850,1,0.97,-0.6,43,No Fall
717050,1,0.88,-1.21,40,No Fall
717250,1,1.29,0.05,53,No Fall
717450,1,1.63,-4.08,44,No Fall
717650,1,1.43,-4.1,89,No Fall
717850,1,1.01,-3.79,51,Fall
718050,1,0.61,-3.75,40,Fall
718250,1,0.37,-3.48,40,Fall
718450,1,1.02,0.01,61,Fall
718650,1,1.71,-3.59,45,Fall
718850,1,1.54,0.09,94,Fall
719050,1,1.42,0.07,78,Fall
719250,1,1.28,0.04,51,Fall
719450,1,1.13,-3.97,57,No Fall
719650,1,1.29,0.1,68,No Fall
719850,1,1.45,0.03,48,No Fall
720050,1,1.62,-3.69,94,No Fall
720250,1,1.09,-1.77,40,No Fall
720450,1,0.95,-1.04,43,No Fall
720650,1,0.89,-0.62,40,No Fall
720850,1,0.82,-1.36,100,No Fall
721050,1,0.64,-1.52,40,No Fall
721250,1,0.39,-2.19,91,No Fall
721450,1,0.25,-2.49,40,No Fall
721650,1,0.98,0.07,74,No Fall
721850,1,1.72,-3.81,76,No Fall
722050,1,1.44,-3.54,40,No Fall
722250,1,1.08,-4.01,49,No Fall
722450,1,0.69,-3.73,40,No Fall
722650,1,0.61,-3.51,94,No Fall
722850,1,0.33,-3.57,56,No Fall
723050,1,2.05,-3.54,43,No Fall
723250,1,1.51,-3.66,40,No Fall
723450,1,1.08,-3.71,94,No Fall
723650,1,0.8,-3.67,43,No Fall
723850,1,0.36,-3.71,48,No Fall
724050,1,2.47,-4.0,40,No Fall
724250,1,2.01,-4.19,43,No Fall
724450,1,1.25,-1.8,40,No Fall
724650,1,0.96,-1.08,59,No Fall
724850,1,0.81,-0.9,71,No Fall
725050,1,0.69,-0.75,50,No Fall
725250,1,0.55,-0.69,94,No Fall
725450,1,0.54,0.05,88,No Fall
725650,1,0.53,0.07,83,No Fall
725850,1,0.53,0.05,51,No Fall
726050,1,0.52,0.09,56,No Fall
726250,1,0.52,-0.21,57,No Fall
726450,1,0.96,-1.23,42,No Fall
726650,1,0.72,-0.75,45,No Fall
726850,1,1.4,0.06,67,No Fall
727050,1,2.07,-4.13,92,No Fall
727250,1,0.97,-1.4,47,No Fall
727450,1,0.73,-1.01,47,No Fall
727650,1,0.74,-1.17,42,No Fall
727850,1,0.71,-1.99,40,No Fall
728050,1,0.42,-2.39,42,No Fall
728250,1,0.02,-2.37,41,No Fall
728450,1,2.27,-3.47,40,No Fall
728650,1,1.34,-3.63,56,No Fall
728850,1,1.44,0.06,52,No Fall
729050,1,1.54,-4.2,49,No Fall
729250,1,1.49,-4.07,40,No Fall
729450,1,1.42,-3.98,43,No Fall
729650,1,0.92,-2.03,66,No Fall
729850,1,0.65,-1.52,87,No Fall
730050,1,0.46,-1.22,54,No Fall
730250,1,0.52,0.06,58,No Fall
730450,1,0.61,0.07,88,No Fall
730650,1,0.68,0.01,70,Fall
730850,1,0.74,0.28,55,Fall
731050,1,0.85,0.09,99,Fall
731250,1,0.97,0.28,52,Fall
731450,1,0.86,0.18,45,Fall
731650,1,0.86,0.12,43,Fall
731850,1,0.94,-1.53,41,Fall
732050,1,0.82,-2.1,43,Fall
732250,1,0.46,-2.51,51,No Fall
732450,1,0.98,0.09,100,No Fall
732650,1,1.5,-3.91,47,No Fall
732850,1,1.32,-3.54,40,No Fall
733050,1,1.0,-3.68,42,No Fall
733250,1,0.59,-3.34,100,No Fall
733450,1,0.2,-3.47,41,No Fall
733650,1,2.02,-4.03,41,No Fall
733850,1,1.7,-3.84,41,No Fall
734050,1,1.72,0.08,67,No Fall
734250,1,1.82,0.12,87,No Fall
734450,1,1.87,-4.05,43,No Fall
734650,1,1.54,-3.49,40,No Fall
734850,1,1.04,-3.91,52,No Fall
735050,1,0.68,-3.37,40,No Fall
735250,1,0.17,-3.41,42,No Fall
735450,1,2.24,-3.6,40,No Fall
735650,1,1.63,-3.54,46,No Fall
735850,1,1.22,-3.68,40,No Fall
736050,1,1.0,-3.79,40,No Fall
736250,1,0.58,-3.39,40,No Fall
736450,1,0.33,-3.55,51,No Fall
736650,1,2.25,-3.59,41,No Fall
736850,1,1.73,-3.59,40,No Fall
737050,1,1.23,-4.14,40,No Fall
737250,1,0.65,-3.72,40,No Fall
737450,1,0.68,-2.21,46,No Fall
737650,1,0.68,0.03,87,No Fall
737850,1,0.68,0.09,53,No Fall
738050,1,0.71,0.11,56,No Fall
738250,1,0.71,0.05,88,No Fall
738450,1,0.72,0.06,86,No Fall
738650,1,0.74,0.1,89,Fall
738850,1,0.75,-0.24,40,Fall
739050,1,0.66,0.1,80,Fall
739250,1,0.6,0.08,69,Fall
739450,1,0.53,0.0,51,Fall
739650,1,1.18,-1.97,40,Fall
739850,1,1.01,-1.73,40,Fall
740050,1,0.89,-2.4,40,Fall
740250,1,0.62,-2.06,44,No Fall
740450,1,0.24,-2.16,68,No Fall
740650,1,2.29,-3.73,40,No Fall
740850,1,1.38,-2.4,82,No Fall
741050,1,1.27,-3.05,40,No Fall
741250,1,0.88,-3.26,40,No Fall
741450,1,0.43,-3.21,40,No Fall
741650,1,0.7,0.04,55,No Fall
741850,1,0.94,-2.04,42,No Fall
742050,1,1.08,-2.74,47,No Fall
742250,1,0.86,-3.32,40,No Fall
742450,1,0.56,-3.0,41,No Fall
742650,1,0.43,-3.06,40,No Fall
742850,1,0.24,-2.31,45,No Fall
743050,1,0.16,-1.27,50,No Fall
743250,1,0.14,-0.86,41,No Fall
743450,1,0.15,-0.53,44,Fall
743650,1,0.18,-0.35,61,Fall
743850,1,0.22,-0.19,84,Fall
744050,1,0.26,-0.11,68,Fall
744250,1,0.3,-0.04,46,Fall
744450,1,0.34,-0.01,49,Fall
744650,1,0.35,0.0,43,Fall
744850,1,0.84,0.03,55,Fall
745050,1,1.28,-4.1,40,No Fall
745250,1,0.94,-3.75,46,No Fall
745450,1,0.54,-2.83,40,No Fall
745650,1,0.19,-2.37,44,No Fall
745850,1,2.25,-4.18,40,No Fall
746050,1,1.78,-4.1,40,No Fall
746250,1,1.52,-1.91,54,No Fall
746450,1,1.33,-2.61,40,No Fall
746650,1,0.97,-2.05,52,No Fall
746850,1,0.72,-1.48,57,No Fall
747050,1,0.58,-1.04,41,No Fall
747250,1,0.48,-0.68,78,No Fall
747450,1,0.45,-0.43,40,No Fall
747650,1,0.45,-0.26,96,No Fall
747850,1,0.47,-0.15,64,No Fall
748050,1,0.45,-0.11,78,No Fall
748250,1,0.48,-0.02,40,Fall
748450,1,0.56,0.01,86,Fall
748650,1,0.63,0.12,87,Fall
748850,1,0.69,0.04,51,Fall
749050,1,0.76,0.02,66,Fall
749250,1,0.84,0.26,42,Fall
749450,1,0.81,0.17,51,Fall
749650,1,0.79,0.05,46,Fall
749850,1,0.79,0.04,47,No Fall
750050,1,0.78,-0.68,41,No Fall
750250,1,0.69,-1.6,43,No Fall
750450,1,0.41,-2.13,41,No Fall
750650,1,0.26,-2.31,43,No Fall
750850,1,1.07,0.09,90,No Fall
751050,1,1.83,-4.05,40,No Fall
751250,1,1.42,-3.6,73,No Fall
751450,1,0.98,-3.6,94,No Fall
751650,1,1.43,0.11,60,No Fall
751850,1,1.83,-4.17,41,No Fall
752050,1,1.51,-3.51,40,No Fall
752250,1,0.91,-3.91,40,No Fall
752450,1,0.47,-3.86,41,No Fall
752650,1,0.27,-3.35,50,No Fall
752850,1,1.11,0.08,78,No Fall
753050,1,2.01,-3.64,40,No Fall
753250,1,1.45,-3.83,41,No Fall
753450,1,1.14,-4.06,43,No Fall
753650,1,0.74,-3.78,40,No Fall
753850,1,0.43,-3.55,40,No Fall
754050,1,1.31,0.02,49,No Fall
754250,1,2.23,-3.79,40,No Fall
754450,1,1.64,-4.11,41,No Fall
754650,1,1.81,0.07,46,No Fall
754850,1,1.94,0.06,97,No Fall
755050,1,2.02,-3.54,42,No Fall
755250,1,1.72,-3.77,40,No Fall
755450,1,1.31,-3.88,40,No Fall
755650,1,0.92,-3.97,40,No Fall
755850,1,0.55,-3.28,95,No Fall
756050,1,0.32,-3.77,100,No Fall
756250,1,1.01,0.11,48,No Fall
756450,1,1.64,-4.1,42,No Fall
756650,1,1.37,-3.82,41,No Fall
756850,1,1.16,-3.84,85,No Fall
757050,1,0.64,-3.78,50,No Fall
757250,1,0.52,-3.24,40,No Fall
757450,1,0.36,-3.51,40,No Fall
757650,1,1.12,0.1,51,No Fall
757850,1,1.82,-3.76,40,No Fall
758050,1,1.47,-3.65,40,No Fall
758250,1,0.84,-3.67,49,No Fall
758450,1,1.35,0.05,70,No Fall
758650,1,1.83,-3.51,87,No Fall
758850,1,1.18,-1.8,43,No Fall
759050,1,1.02,-1.17,43,No Fall
759250,1,0.92,-1.2,45,No Fall
759450,1,0.84,-0.83,45,No Fall
759650,1,0.76,-0.52,47,No Fall
759850,1,0.69,-0.46,46,No Fall
760050,1,0.64,-0.38,45,No Fall
760250,1,0.61,-0.31,80,No Fall
760450,1,0.58,-0.29,97,No Fall
760650,1,0.61,0.02,53,No Fall
760850,1,0.6,0.05,84,No Fall
761050,1,0.63,-0.22,82,Fall
761250,1,0.58,-0.1,61,Fall
761450,1,0.56,-0.06,42,Fall
761650,1,0.55,-0.04,74,Fall
761850,1,0.55,-0.03,60,Fall
762050,1,0.48,-0.7,40,Fall
762250,1,0.57,0.05,79,Fall
762450,1,0.69,0.01,80,Fall
762650,1,0.71,0.01,43,Fall
762850,1,0.82,-1.51,43,Fall
763050,1,0.64,-2.27,43,Fall
763250,1,0.5,-2.78,40,Fall
763450,1,0.23,-2.85,43,Fall
763650,1,2.21,-3.58,40,Fall
